date,title,translated_title,file,link
21.02.2015,Malatya'da STK Temsilcileri ile Kahvaltıda yaptıkları Konuşma,Breakfast Speech with NGO Representatives in Malatya,PresSpeech1053.txt,https://www.tccb.gov.tr/konusmalar/353/2994/malatyada-stk-temsilcileri-ile-kahvaltida-yaptiklari-konusma
20.02.2015,"Elazığ, Toplu Açılış Töreni'nde Yaptıkları Konuşma","Elazig, Speech at the Collective Opening Ceremony",PresSpeech1054.txt,https://www.tccb.gov.tr/konusmalar/353/2993/elazig-toplu-acilis-toreninde-yaptiklari-konusma
18.02.2015,"AFAD, 22 Lojistik Merkez Toplu Açılış Töreni'nde Yaptıkları Konuşma",AFAD's Speech at the 22 Logistics Center Collective Opening Ceremony,PresSpeech1055.txt,https://www.tccb.gov.tr/konusmalar/353/2992/afad-22-lojistik-merkez-toplu-acilis-toreninde-yaptiklari-konusma
17.02.2015,İkinci Muhtarlar Toplantısı'nda Yaptıkları Konuşma,Speech Delivered at the Second Headmen's Meeting,PresSpeech1056.txt,https://www.tccb.gov.tr/konusmalar/353/2991/ikinci-muhtarlar-toplantisinda-yaptiklari-konusma
16.02.2015,Yurtdışı Müteahhitlik Hizmetleri Ödül Töreni'nde Yaptıkları Konuşma,Speech at the International Contracting Services Award Ceremony,PresSpeech1057.txt,https://www.tccb.gov.tr/konusmalar/353/2990/yurtdisi-muteahhitlik-hizmetleri-odul-toreninde-yaptiklari-konusma
13.02.2015,Meksika Matıus Romero Ensitütünde Yaptıkları Konuşma,"Speech at the Matius Romero Institute, Mexico",PresSpeech1058.txt,https://www.tccb.gov.tr/konusmalar/353/2989/meksika-matius-romero-ensitutunde-yaptiklari-konusma
11.02.2015,Türk-Kolombiya İş Forumunda Yaptıkları Konuşma,Speech at the Turkish-Colombian Business Forum,PresSpeech1059.txt,https://www.tccb.gov.tr/konusmalar/353/29808/turk-kolombiya-is-forumunda-yaptiklari-konusma
10.02.2015,“1915; Osmanlı İmparatorluğu’nun En Uzun Yılı” Sempozyumunda Yaptıkları Konuşma,"“1915; Speech at the ""The Longest Year of the Ottoman Empire"" Symposium",PresSpeech1060.txt,https://www.tccb.gov.tr/konusmalar/353/2988/1915-osmanli-imparatorlugunun-en-uzun-yili-sempozyumunda-yaptiklari-konusma
06.02.2015,Bursa STK Temsilcilerinin Katıldığı Yemekte Yaptıkları Konuşma,Speech of Bursa NGO Representatives at the Dinner Attended,PresSpeech1061.txt,https://www.tccb.gov.tr/konusmalar/353/2987/bursa-stk-temsilcilerinin-katildigi-yemekte-yaptiklari-konusma
06.02.2015,'Büyük Roman Ödülü' Töreni'nde Yaptıkları Konuşma,Speech at the 'Grand Novel Award' Ceremony,PresSpeech1062.txt,https://www.tccb.gov.tr/konusmalar/353/2986/buyuk-roman-odulu-toreninde-yaptiklari-konusma
06.02.2015,"Bursa, Toplu Açılış Töreninde Yaptıkları Konuşma","Bursa, Speech Delivered at the Mass Opening Ceremony",PresSpeech1063.txt,https://www.tccb.gov.tr/konusmalar/353/2985/bursa-toplu-acilis-toreninde-yaptiklari-konusma
04.02.2015,TESK Heyetini Kabulde Yaptıkları Konuşma,Speech at the Acceptance of the TESK Delegation,PresSpeech1064.txt,https://www.tccb.gov.tr/konusmalar/353/2984/tesk-heyetini-kabulde-yaptiklari-konusma
02.02.2015,Adalet Akademisi’nde Yaptıkları Konuşma,Speech at the Justice Academy,PresSpeech1065.txt,https://www.tccb.gov.tr/konusmalar/353/2983/adalet-akademisinde-yaptiklari-konusma
31.01.2015,"Girişimci İşadamları Vakfı, Girişimcilik Ödül Töreninde  Yaptıkları Konuşma",Speech at the Entrepreneurship Award Ceremony by the Entrepreneurial Businessmen Foundation,PresSpeech1066.txt,https://www.tccb.gov.tr/konusmalar/353/2982/girisimci-isadamlari-vakfi-girisimcilik-odul-toreninde-yaptiklari-konusma
31.01.2015,TÜMSİAD 6. Genel Kurulu’nda Yaptıkları Konuşma,Speech at the 6th General Assembly of TÜMSİAD,PresSpeech1067.txt,https://www.tccb.gov.tr/konusmalar/353/2981/tumsiad-6-genel-kurulunda-yaptiklari-konusma
30.01.2015,"Kırşehir, Mucur Geycek Rüzgar Enerji Santrali’nin Açılış Töreninde Yaptıkları Konuşma","Kırşehir, Speech at the Opening Ceremony of Mucur Geycek Wind Power Plant",PresSpeech1068.txt,https://www.tccb.gov.tr/konusmalar/353/2980/kirsehir-mucur-geycek-ruzgar-enerji-santralinin-acilis-toreninde-yaptiklari-konusma
30.01.2015,Kırşehir Toplu Açılış Töreni'nde Yaptıkları Konuşma,Speech Delivered at the Kırşehir Collective Opening Ceremony,PresSpeech1069.txt,https://www.tccb.gov.tr/konusmalar/353/2979/kirsehir-toplu-acilis-toreninde-yaptiklari-konusma
27.01.2015,Muhtarlar Toplantısında Yaptıkları Konuşma,Speech at the Mukhtars Meeting,PresSpeech1070.txt,https://www.tccb.gov.tr/konusmalar/353/2978/muhtarlar-toplantisinda-yaptiklari-konusma
22.01.2015,Addıs Ababa Üniversitesi’nde Fahri Doktora Töreni’nde Yaptıkları Konuşma,Speech at the Honorary Doctorate Ceremony at Addis Ababa University,PresSpeech1071.txt,https://www.tccb.gov.tr/konusmalar/353/2977/addis-ababa-universitesinde-fahri-doktora-toreninde-yaptiklari-konusma
22.01.2015,Türkiye-Etiyopya İş Forumu’nda Yaptıkları  Konuşma,Speech at the Turkey-Ethiopia Business Forum,PresSpeech1072.txt,https://www.tccb.gov.tr/konusmalar/353/2976/turkiye-etiyopya-is-forumunda-yaptiklari-konusma
21.01.2015,İslam İşbirliği Teşkilatı Parlamento Birliği (İSİPAB) 10. Konferansı'nda Yaptıkları Konuşma,Speech at the 10th Conference of the Parliamentary Union of the Organization of Islamic Cooperation (ISIPAB),PresSpeech1073.txt,https://www.tccb.gov.tr/konusmalar/353/2975/islam-isbirligi-teskilati-parlamento-birligi-isipab-10-konferansinda-yaptiklari-konusma
20.01.2015,Enerji Piyasaları Zirvesi'nde Yaptıkları Konuşma,Speech at the Energy Markets Summit,PresSpeech1074.txt,https://www.tccb.gov.tr/konusmalar/353/2974/enerji-piyasalari-zirvesinde-yaptiklari-konusma
19.01.2015,Türkiye Genç İş Adamları Konfederasyonu (TÜGİK) Genel Başkanı Erkan Güral ve Konfederasyon Üyelerini Kabulünde Yaptıkları Konuşma,"Confederation of Young Businessmen of Turkey (TÜGİK) Chairman Erkan Güral and Confederation Members, Speech at the Reception",PresSpeech1075.txt,https://www.tccb.gov.tr/konusmalar/353/2973/turkiye-genc-is-adamlari-konfederasyonu-tugik-genel-baskani-erkan-gural-ve-konfederasyon-uyelerini-kabulunde-yaptiklari-konusma
12.01.2015,Topkapı Müzesi'nin Restorasyonu Tamamlanan Bölümlerinin Açılışında Yaptıkları Konuşma,Speech at the Opening of the Restorated Sections of the Topkapı Museum,PresSpeech1076.txt,https://www.tccb.gov.tr/konusmalar/353/2972/topkapi-muzesinin-restorasyonu-tamamlanan-bolumlerinin-acilisinda-yaptiklari-konusma
08.01.2015,Yıldırım Beyazıt Üniversitesi/nde Yaptıkları Konuşma,Speech at Yıldırım Beyazıt University,PresSpeech1077.txt,https://www.tccb.gov.tr/konusmalar/353/2971/yildirim-beyazit-universitesinde-yaptiklari-konusma
06.01.2015,Yedinci Büyükelçiler Konferansı’nda Yaptıkları Konuşma,Speech at the Seventh Ambassadors Conference,PresSpeech1078.txt,https://www.tccb.gov.tr/konusmalar/353/2970/yedinci-buyukelciler-konferansinda-yaptiklari-konusma
20.12.2014,Dış Ekonomik İlişkiler Kurulu’nda (DEİK) Yaptıkları Konuşma,Speech at the Foreign Economic Relations Board (DEIK),PresSpeech1079.txt,https://www.tccb.gov.tr/konusmalar/353/2969/dis-ekonomik-iliskiler-kurulunda-deik-yaptiklari-konusma
17.12.2014,Hazreti Mevlana’nın 741. Vuslat Yıldönümü Uluslararası Anma Törenlerinde Yaptıkları Konuşma,The Speech of Mevlana at the International Commemoration Ceremonies of the 741st Vuslat Anniversary,PresSpeech1080.txt,https://www.tccb.gov.tr/konusmalar/353/2968/hazreti-mevlananin-741-vuslat-yildonumu-uluslararasi-anma-torenlerinde-yaptiklari-konusma
17.12.2014,Konya-İstanbul YHT Seferlerinin Başlatılması Töreni’nde Yaptıkları Konuşma,Speech at the Launch Ceremony of Konya-Istanbul YHT Expeditions,PresSpeech1081.txt,https://www.tccb.gov.tr/konusmalar/353/2967/konya-istanbul-yht-seferlerinin-baslatilmasi-toreninde-yaptiklari-konusma
15.12.2014,TÜRKSAT 6A Yerli Haberleşme Uydusu Proje İmza Töreni’nde Yaptıkları Konuşma,Speech at the TÜRKSAT 6A Domestic Communication Satellite Project Signing Ceremony,PresSpeech1082.txt,https://www.tccb.gov.tr/konusmalar/353/2966/turksat-6a-yerli-haberlesme-uydusu-proje-imza-toreninde-yaptiklari-konusma
15.12.2014,TÜPRAŞ Fuel Oil Dönüşüm Tesisi Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Opening Ceremony of TÜPRAŞ Fuel Oil Conversion Facility,PresSpeech1083.txt,https://www.tccb.gov.tr/konusmalar/353/2965/tupras-fuel-oil-donusum-tesisi-acilis-toreninde-yaptiklari-konusma
13.12.2014,Şeb-i Arus İstanbul 2014 Programında Yaptıkları Konuşma,Speech Delivered at Seb-i Arus Istanbul 2014 Program,PresSpeech1084.txt,https://www.tccb.gov.tr/konusmalar/353/2964/seb-i-arus-istanbul-2014-programinda-yaptiklari-konusma
12.12.2014,Hattat Hasan Çelebi'ye Saygı Gecesi’nde Yaptıkları Konuşma,Speech of Calligrapher Hasan Çelebi at the Night of Respect,PresSpeech1085.txt,https://www.tccb.gov.tr/konusmalar/353/2963/hattat-hasan-celebiye-saygi-gecesinde-yaptiklari-konusma
10.12.2014,Uluslararası Petrol ve Doğalgaz Stratejileri Sempozyumu Galası’nda Yaptıkları Konuşma,Speech at the International Petroleum and Natural Gas Strategies Symposium Gala,PresSpeech1086.txt,https://www.tccb.gov.tr/konusmalar/353/2962/uluslararasi-petrol-ve-dogalgaz-stratejileri-sempozyumu-galasinda-yaptiklari-konusma
06.12.2014,9. ASKON Olağan Genel Kurulu’nda Yaptıkları Konuşma,Speech at the 9th ASKON Ordinary General Assembly,PresSpeech1087.txt,https://www.tccb.gov.tr/konusmalar/353/2961/9-askon-olagan-genel-kurulunda-yaptiklari-konusma
26.11.2014,15. MÜSİAD Uluslararası Fuarı'nın Açılış Töreni ve 18. Uluslararası İş Forumu (IBF) Kongresi Kapanış Oturumunda Yaptıkları Konuşma,Speech at the Opening Ceremony of the 15th MUSIAD International Fair and the Closing Session of the 18th International Business Forum (IBF) Congress,PresSpeech1088.txt,https://www.tccb.gov.tr/konusmalar/353/2960/15-musiad-uluslararasi-fuarinin-acilis-toreni-ve-18-uluslararasi-is-forumu-ibf-kongresi-kapanis-oturumunda-yaptiklari-konusma
24.11.2014,Uluslararası Kadın Ve Adalet Zirvesinde Yaptıkları Konuşma,Speech at the International Women and Justice Summit,PresSpeech1089.txt,https://www.tccb.gov.tr/konusmalar/353/2959/uluslararasi-kadin-ve-adalet-zirvesinde-yaptiklari-konusma
21.11.2014,2. Türkiye-Afrika Ortaklık Zirvesi Açılış Oturumunda Yaptıkları Konuşma,Speech at the Opening Session of the 2nd Turkey-Africa Partnership Summit,PresSpeech1090.txt,https://www.tccb.gov.tr/konusmalar/353/2958/2-turkiye-afrika-ortaklik-zirvesi-acilis-oturumunda-yaptiklari-konusma
11.11.2014,Turkcell'in 20. Yıl Resepsiyonunda Yaptıkları Konuşma,Speech at Turkcell's 20th Anniversary Reception,PresSpeech1091.txt,https://www.tccb.gov.tr/konusmalar/353/2957/turkcellin-20-yil-resepsiyonunda-yaptiklari-konusma
10.11.2014,Gazi Mustafa Kemal'i Anma Töreninde Yaptıkları Konuşma,Speech Delivered at the Commemoration Ceremony of Gazi Mustafa Kemal,PresSpeech1092.txt,https://www.tccb.gov.tr/konusmalar/353/2956/gazi-mustafa-kemali-anma-toreninde-yaptiklari-konusma
07.11.2014,Türkmenistan-Türkiye İş Forumunda Yaptıkları Konuşma,Speech at the Turkmenistan-Turkey Business Forum,PresSpeech1093.txt,https://www.tccb.gov.tr/konusmalar/353/2955/turkmenistan-turkiye-is-forumunda-yaptiklari-konusma
02.11.2014,Esenler Belediyesi’nin Toplu Açılış Töreni’nde Yaptıkları Konuşma,Speech of Esenler Municipality at the Collective Opening Ceremony,PresSpeech1094.txt,https://www.tccb.gov.tr/konusmalar/353/2954/esenler-belediyesinin-toplu-acilis-toreninde-yaptiklari-konusma
29.10.2014,Cumhuriyet Bayramı Vesilesiyle Ankara Hipodromu’nda Düzenlenen Törende Yaptıkları Konuşma,Speech Delivered at the Ceremony Held at the Ankara Hippodrome on the Occasion of the Republic Day,PresSpeech1095.txt,https://www.tccb.gov.tr/konusmalar/353/2953/cumhuriyet-bayrami-vesilesiyle-ankara-hipodromunda-duzenlenen-torende-yaptiklari-konusma
18.10.2014,Afganistan Doğan Kışlası’nda Askeri Personele Hitaben Yaptıkları Konuşma,"Speech to Military Personnel at Doğan Barracks, Afghanistan",PresSpeech1096.txt,https://www.tccb.gov.tr/konusmalar/353/2952/afganistan-dogan-kislasinda-askeri-personele-hitaben-yaptiklari-konusma
13.10.2014,Marmara Üniversitesi Akademik Yıl Açılış Töreninde Yaptıkları Konuşma,Speech of Marmara University Academic Year Opening Ceremony,PresSpeech1097.txt,https://www.tccb.gov.tr/konusmalar/353/2951/marmara-universitesi-akademik-yil-acilis-toreninde-yaptiklari-konusma
11.10.2014,Rize’de Toplu Açılış Töreninde Yaptıkları Konuşma,Speech Delivered at the Mass Opening Ceremony in Rize,PresSpeech1098.txt,https://www.tccb.gov.tr/konusmalar/353/2950/rizede-toplu-acilis-toreninde-yaptiklari-konusma
11.10.2014,Güneysu Kaptan Ahmet Erdoğan İmam Hatip Lisesi Açılış Töreni’nde Yaptıkları Konuşma,Güneysu Captain Ahmet Erdoğan Speech at the Opening Ceremony of Imam Hatip High School,PresSpeech1099.txt,https://www.tccb.gov.tr/konusmalar/353/2949/guneysu-kaptan-ahmet-erdogan-imam-hatip-lisesi-acilis-toreninde-yaptiklari-konusma
11.10.2014,Rize'de Akşam Yemeğinde Yaptıkları Konuşma,Their Speech at Dinner in Rize,PresSpeech1100.txt,https://www.tccb.gov.tr/konusmalar/353/2948/rizede-aksam-yemeginde-yaptiklari-konusma
11.10.2014,Recep Tayyip Erdoğan Üniversitesi Akademik Yılı Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Opening Ceremony of Recep Tayyip Erdoğan University Academic Year,PresSpeech1101.txt,https://www.tccb.gov.tr/konusmalar/353/2947/recep-tayyip-erdogan-universitesi-akademik-yili-acilis-toreninde-yaptiklari-konusma
10.10.2014,Karadeniz Teknik Üniversitesi 2014-2015 Akademik Yıl Açılış Töreni'nde Yaptıkları Konuşma,Speech at Karadeniz Technical University 2014-2015 Academic Year Opening Ceremony,PresSpeech1102.txt,https://www.tccb.gov.tr/konusmalar/353/2946/karadeniz-teknik-universitesi-2014-2015-akademik-yil-acilis-toreninde-yaptiklari-konusma
10.10.2014,Trabzon Toplu Açılış Töreninde Yaptıkları Konuşma,Speech at the Trabzon Mass Opening Ceremony,PresSpeech1103.txt,https://www.tccb.gov.tr/konusmalar/353/2945/trabzon-toplu-acilis-toreninde-yaptiklari-konusma
10.10.2014,Trabzon'da Akşam Yemeğinde Yaptıkları Konuşma,Their Speech at Dinner in Trabzon,PresSpeech1104.txt,https://www.tccb.gov.tr/konusmalar/353/2944/trabzonda-aksam-yemeginde-yaptiklari-konusma
10.10.2014,Rize'nin Kendirli Beldesi'nde Yaptıkları Konuşma,The Speech They Made in Rize's Kendirli Town,PresSpeech1105.txt,https://www.tccb.gov.tr/konusmalar/353/2943/rizenin-kendirli-beldesinde-yaptiklari-konusma
07.10.2014,Islahiye'de Bulunan Çadırkent'te Yaptıkları Konuşma,Their Speech at the Tent City in Islahiye,PresSpeech1106.txt,https://www.tccb.gov.tr/konusmalar/353/2942/islahiyede-bulunan-cadirkentte-yaptiklari-konusma
01.10.2014,Türkiye Büyük Millet Meclisi'nin 24'üncü Dönem 5'inci Yasama Yılı Açılışında Yaptıkları Konuşma,"Speech of the Turkish Grand National Assembly at the Opening of the 24th Term, 5th Legislative Year",PresSpeech1107.txt,https://www.tccb.gov.tr/konusmalar/353/2941/turkiye-buyuk-millet-meclisinin-24uncu-donem-5inci-yasama-yili-acilisinda-yaptiklari-konusma
29.09.2014,Uluslararası Uyuşturucu Politikaları ve Halk Sağlığı Sempozyumu'nda Yaptıkları Konuşma,Speech at the International Symposium on Drug Policies and Public Health,PresSpeech1108.txt,https://www.tccb.gov.tr/konusmalar/353/2939/turkiye-ihracatcilar-meclisi-turkiye-markasi-tanitim-toplantisinda-yaptiklari-konusma
28.09.2014,Türkiye İhracatçılar Meclisi Türkiye Markası Tanıtım Toplantısı’nda Yaptıkları Konuşma,Speech at the Turkish Exporters Assembly Turkey Brand Promotion Meeting,PresSpeech1109.txt,https://www.tccb.gov.tr/konusmalar/353/2939/turkiye-ihracatcilar-meclisi-turkiye-markasi-tanitim-toplantisinda-yaptiklari-konusma
28.09.2014,Dünya Ekonomik Forumu'nda Yaptıkları Konuşma,Speech at the World Economic Forum,PresSpeech1110.txt,https://www.tccb.gov.tr/konusmalar/353/2938/dunya-ekonomik-forumunda-yaptiklari-konusma
24.09.2014,"BM Güvenlik Konseyi ""Yabancı Savaşçılar"" Özel Oturumunda Yaptıkları Konuşma","Speech at the UN Security Council ""Foreign Combatants"" Special Session",PresSpeech1111.txt,https://www.tccb.gov.tr/konusmalar/353/2937/bm-guvenlik-konseyi-yabanci-savascilar-ozel-oturumunda-yaptiklari-konusma
24.09.2014,Birleşmiş Milletler 69'uncu Genel Kurulu Genel Görüşmelerinde Yaptıkları Konuşma,Speech at the General Meetings of the 69th General Assembly of the United Nations,PresSpeech1112.txt,https://www.tccb.gov.tr/konusmalar/353/2936/birlesmis-milletler-69uncu-genel-kurulu-genel-gorusmelerinde-yaptiklari-konusma
23.09.2014,BM İklim Zirvesi'nde Yaptıkları Konuşma,Speech at the UN Climate Summit,PresSpeech1113.txt,https://www.tccb.gov.tr/konusmalar/353/2935/bm-iklim-zirvesinde-yaptiklari-konusma
19.09.2014,TÜSİAD Yüksek İstişare Toplantısı'nda Yaptıkları Konuşma,Speech at the TÜSİAD High Consultation Meeting,PresSpeech1114.txt,https://www.tccb.gov.tr/konusmalar/353/2934/tusiad-yuksek-istisare-toplantisinda-yaptiklari-konusma
17.09.2014,TESK 19. Olağan Genel Kurulu’nda Yaptıkları Konuşma,Speech at the 19th Ordinary General Assembly of TESK,PresSpeech1115.txt,https://www.tccb.gov.tr/konusmalar/353/2933/tesk-19-olagan-genel-kurulunda-yaptiklari-konusma
01.09.2014,Ercan Havaalanı'nda Halka Hitaben Yaptıkları Konuşma,Public Speech at Ercan Airport,PresSpeech1116.txt,https://www.tccb.gov.tr/konusmalar/353/2932/ercan-havaalaninda-halka-hitaben-yaptiklari-konusma
28.08.2014,Devir Teslim Töreni’nde Yaptıkları Konuşma,Speech Delivered at the Handover Ceremony,PresSpeech1117.txt,https://www.tccb.gov.tr/konusmalar/353/2931/devir-teslim-toreninde-yaptiklari-konusma
25.03.2022,Tokat Havaliman? ve Yap?m? Tamamlanan Di?er Projelerin Toplu A�?l?? T�reni�nde Yapt?klar? Konu?ma,Speech of Tokat Airport and Other Completed Projects at the Collective Opening Ceremony,PresSpeech1118.txt,https://www.tccb.gov.tr/konusmalar/353/136270/tokat-havalimani-ve-yapimi-tamamlanan-diger-projelerin-toplu-acilis-toreni-nde-yaptiklari-konusma
26.03.2022,Tokatl? �ift�ilerle Bulu?ma Program?�nda Yapt?klar? Konu?ma,Their Speech at the Meeting with the Farmers of Tokat,PresSpeech1119.txt,https://www.tccb.gov.tr/konusmalar/353/136274/tokatli-ciftcilerle-bulusma-programi-nda-yaptiklari-konusma-
28.03.2022,Kabine Toplant?s?�n?n Ard?ndan Yapt?klar? Konu?ma,Speech After the Cabinet Meeting,PresSpeech1120.txt,https://www.tccb.gov.tr/konusmalar/353/136296/kabine-toplantisi-nin-ardindan-yaptiklari-konusma
29.03.2022,Rusya-Ukrayna M�zakere Toplant?s? �ncesi Yapt?klar? Konu?ma,Speech Before the Russia-Ukraine Negotiation Meeting,PresSpeech1121.txt,https://www.tccb.gov.tr/konusmalar/353/136297/rusya-ukrayna-muzakere-toplantisi-oncesi-yaptiklari-konusma
01.04.2022,Fatih�te Gen� Projeler A�?l?? Program?nda Yapt?klar? Konu?ma,Speech at the Young Projects Opening Program in Fatih,PresSpeech1122.txt,https://www.tccb.gov.tr/konusmalar/353/136352/fatih-te-genc-projeler-acilis-programinda-yaptiklari-konusma
02.04.2022,Malatya �evre Yolu 1. K?s?m A�?l?? T�reni�nde Yapt?klar? Konu?ma,Speech at the Opening Ceremony of the 1st Part of the Malatya Ring Road,PresSpeech1123.txt,https://www.tccb.gov.tr/konusmalar/353/136353/malatya-cevre-yolu-1-kisim-acilis-toreni-nde-yaptiklari-konusma
